Order_ID,Order_Date,Product_Name,Category,Price,Quantity,Total_Amount,Customer_City,State,Payment_Method,Order_Status,Delivery_Time_Days
ORD1256,2025-05-31,Makeup Kit,Home,434,4,1736,Delhi,Telangana,UPI,Cancelled,7
ORD1257,2025-07-04,Home Decor,Accessories,767,1,767,Hyderabad,Delhi,Debit Card,Delivered,10
ORD1258,2025-04-20,Jeans,Home,353,2,706,Hyderabad,Tamil Nadu,Credit Card,Returned,8
ORD1259,2025-05-02,Saree,Accessories,270,1,270,Delhi,West Bengal,UPI,Cancelled,9
ORD1260,2025-09-19,Home Decor,Fashion,673,2,1346,Mumbai,Maharashtra,UPI,Cancelled,10
ORD1261,2025-06-30,Jeans,Accessories,1120,4,4480,Kolkata,Delhi,COD,Cancelled,7
ORD1262,2025-01-04,Makeup Kit,Home,244,3,732,Hyderabad,Karnataka,COD,Delivered,10
ORD1263,2025-02-05,Saree,Beauty,543,3,1629,Mumbai,West Bengal,Credit Card,Returned,10
ORD1264,2025-04-03,Makeup Kit,Accessories,1113,2,2226,Hyderabad,Telangana,Debit Card,Cancelled,2
ORD1265,2025-04-17,Kurti,Accessories,1788,1,1788,Delhi,Tamil Nadu,Credit Card,Cancelled,7
ORD1266,2025-06-23,T-shirt,Accessories,1016,2,2032,Chennai,Delhi,COD,Cancelled,9
ORD1267,2025-01-05,Saree,Home,239,2,478,Delhi,Telangana,COD,Returned,9
ORD1268,2025-05-08,Shoes,Home,1789,4,7156,Hyderabad,Tamil Nadu,UPI,Cancelled,6
ORD1269,2025-09-21,Home Decor,Fashion,320,1,320,Kolkata,West Bengal,UPI,Delivered,7
ORD1270,2025-04-07,Kurti,Accessories,1634,1,1634,Hyderabad,Telangana,Debit Card,Delivered,2
ORD1271,2025-09-20,Jeans,Beauty,1415,5,7075,Chennai,West Bengal,Debit Card,Delivered,3
ORD1272,2025-08-31,Kurti,Fashion,1921,3,5763,Mumbai,West Bengal,UPI,Returned,9
ORD1273,2025-12-01,T-shirt,Accessories,1628,3,4884,Bangalore,West Bengal,Credit Card,Returned,9
ORD1274,2025-12-07,T-shirt,Home,1383,2,2766,Bangalore,West Bengal,UPI,Returned,10
ORD1275,2025-01-05,Kurti,Accessories,1244,4,4976,Mumbai,Karnataka,COD,Cancelled,9
ORD1276,2025-01-05,Home Decor,Fashion,1671,3,5013,Bangalore,Telangana,Debit Card,Delivered,4
ORD1277,2025-03-31,Home Decor,Beauty,1821,1,1821,Hyderabad,Delhi,COD,Delivered,7
ORD1278,2025-04-13,Shoes,Fashion,1155,2,2310,Chennai,Tamil Nadu,Debit Card,Delivered,2
ORD1279,2025-05-17,T-shirt,Home,868,5,4340,Hyderabad,Maharashtra,Debit Card,Cancelled,7
ORD1280,2025-03-16,Kurti,Home,235,4,940,Bangalore,Telangana,Credit Card,Delivered,6
ORD1281,2025-03-10,Home Decor,Home,749,4,2996,Hyderabad,Maharashtra,UPI,Cancelled,5
ORD1282,2025-10-14,Jeans,Beauty,1622,4,6488,Bangalore,Telangana,UPI,Cancelled,10
ORD1283,2025-08-28,Makeup Kit,Fashion,570,3,1710,Mumbai,Telangana,Credit Card,Returned,6
ORD1284,2025-12-08,Home Decor,Home,1684,4,6736,Kolkata,Delhi,COD,Returned,7
ORD1285,2025-06-12,Jeans,Home,1338,2,2676,Bangalore,Karnataka,Credit Card,Returned,7
ORD1286,2025-11-10,Makeup Kit,Accessories,1971,2,3942,Delhi,Tamil Nadu,Credit Card,Cancelled,7
ORD1287,2025-08-25,Bag,Beauty,1419,1,1419,Delhi,Tamil Nadu,UPI,Cancelled,10
ORD1288,2025-01-01,Bag,Home,780,5,3900,Hyderabad,Maharashtra,Credit Card,Returned,10
ORD1289,2025-06-25,Makeup Kit,Fashion,297,3,891,Mumbai,Telangana,Credit Card,Delivered,5
ORD1290,2025-11-02,Watch,Home,1400,4,5600,Bangalore,Maharashtra,UPI,Delivered,8
ORD1291,2025-05-27,Makeup Kit,Fashion,602,2,1204,Kolkata,Tamil Nadu,COD,Cancelled,5
ORD1292,2025-05-18,Watch,Fashion,1256,4,5024,Chennai,West Bengal,Credit Card,Returned,5
ORD1293,2025-05-10,Saree,Accessories,1639,2,3278,Bangalore,Tamil Nadu,Credit Card,Delivered,5
ORD1294,2025-03-18,Bag,Beauty,759,3,2277,Chennai,Delhi,COD,Delivered,2
ORD1295,2025-03-23,Saree,Accessories,467,4,1868,Chennai,Delhi,UPI,Delivered,7
ORD1296,2025-06-27,T-shirt,Beauty,1420,1,1420,Hyderabad,Telangana,Debit Card,Returned,3
ORD1297,2025-08-20,Jeans,Home,1739,4,6956,Chennai,Maharashtra,Credit Card,Delivered,4
ORD1298,2025-10-08,Home Decor,Fashion,864,2,1728,Bangalore,Karnataka,COD,Cancelled,2
ORD1299,2025-05-01,Shoes,Fashion,739,5,3695,Mumbai,Karnataka,Debit Card,Delivered,10
ORD1300,2025-11-27,Watch,Home,1611,2,3222,Chennai,Tamil Nadu,UPI,Delivered,2
ORD1301,2025-03-27,T-shirt,Fashion,1349,1,1349,Kolkata,Karnataka,UPI,Delivered,7
ORD1302,2025-08-11,Jeans,Home,851,5,4255,Mumbai,West Bengal,COD,Delivered,2
ORD1303,2025-01-28,Home Decor,Home,929,2,1858,Chennai,Delhi,Debit Card,Delivered,8
ORD1304,2025-04-29,Saree,Accessories,1542,3,4626,Delhi,Telangana,COD,Delivered,2
ORD1305,2025-09-29,Makeup Kit,Home,1037,1,1037,Hyderabad,West Bengal,Credit Card,Delivered,7
ORD1306,2025-04-04,T-shirt,Accessories,1997,2,3994,Delhi,Karnataka,COD,Returned,9
ORD1307,2025-08-17,Saree,Home,1902,3,5706,Chennai,Karnataka,Credit Card,Delivered,8
ORD1308,2025-04-16,Home Decor,Home,1384,3,4152,Bangalore,Maharashtra,Credit Card,Returned,8
ORD1309,2025-09-28,T-shirt,Home,1902,5,9510,Hyderabad,Tamil Nadu,UPI,Cancelled,6
ORD1310,2025-06-19,T-shirt,Beauty,578,4,2312,Chennai,Maharashtra,Debit Card,Delivered,6
ORD1311,2025-11-12,Jeans,Home,1344,4,5376,Chennai,Karnataka,Debit Card,Cancelled,10
ORD1312,2025-03-16,Kurti,Fashion,257,3,771,Kolkata,Telangana,UPI,Cancelled,5
ORD1313,2025-05-08,Home Decor,Fashion,237,1,237,Mumbai,West Bengal,COD,Cancelled,2
ORD1314,2025-01-24,Watch,Home,1823,1,1823,Delhi,West Bengal,COD,Returned,10
ORD1315,2025-08-17,Bag,Accessories,1569,1,1569,Delhi,Maharashtra,UPI,Returned,10
ORD1316,2025-09-25,Watch,Beauty,1355,3,4065,Bangalore,Telangana,COD,Delivered,8
ORD1317,2025-02-09,Makeup Kit,Home,639,5,3195,Mumbai,Telangana,Credit Card,Cancelled,9
ORD1318,2025-09-20,Bag,Accessories,607,2,1214,Hyderabad,Telangana,UPI,Delivered,5
ORD1319,2025-05-15,Saree,Beauty,1900,2,3800,Kolkata,Karnataka,UPI,Returned,5
ORD1320,2025-02-10,Watch,Accessories,516,2,1032,Kolkata,Karnataka,Credit Card,Returned,3
ORD1321,2025-12-17,Makeup Kit,Beauty,1557,2,3114,Mumbai,Tamil Nadu,Credit Card,Returned,4
ORD1322,2025-04-20,Saree,Beauty,1554,2,3108,Hyderabad,Karnataka,COD,Cancelled,3
ORD1323,2025-01-31,Watch,Fashion,1834,3,5502,Delhi,Maharashtra,UPI,Returned,8
ORD1324,2025-10-10,Home Decor,Beauty,579,1,579,Mumbai,Telangana,COD,Cancelled,5
ORD1325,2025-07-19,Bag,Home,1494,5,7470,Mumbai,West Bengal,Credit Card,Cancelled,3
ORD1326,2025-11-04,Home Decor,Fashion,1829,1,1829,Hyderabad,Karnataka,Debit Card,Delivered,6
ORD1327,2025-10-30,Bedsheet,Accessories,1684,4,6736,Mumbai,Karnataka,COD,Cancelled,3
ORD1328,2025-03-29,Shoes,Fashion,703,1,703,Hyderabad,Tamil Nadu,UPI,Cancelled,10
ORD1329,2025-01-19,Saree,Beauty,1305,1,1305,Kolkata,West Bengal,Debit Card,Cancelled,9
ORD1330,2025-11-09,Shoes,Beauty,1109,2,2218,Bangalore,West Bengal,Credit Card,Cancelled,9
ORD1331,2025-01-05,Bag,Accessories,769,1,769,Mumbai,Karnataka,Debit Card,Returned,9
ORD1332,2025-05-27,Home Decor,Home,707,5,3535,Mumbai,Maharashtra,Credit Card,Cancelled,6
ORD1333,2025-06-24,Watch,Accessories,1051,2,2102,Bangalore,West Bengal,COD,Returned,4
ORD1334,2025-03-10,Watch,Accessories,850,4,3400,Mumbai,Telangana,Credit Card,Returned,6
ORD1335,2025-02-10,Jeans,Beauty,380,2,760,Chennai,Telangana,Debit Card,Cancelled,9
ORD1336,2025-06-01,Bag,Fashion,512,2,1024,Bangalore,Telangana,Debit Card,Returned,8
ORD1337,2025-07-10,T-shirt,Accessories,1161,2,2322,Chennai,Karnataka,COD,Delivered,4
ORD1338,2025-12-24,Shoes,Beauty,1336,2,2672,Bangalore,Telangana,UPI,Delivered,3
ORD1339,2025-05-25,Bedsheet,Beauty,1533,4,6132,Delhi,Karnataka,Debit Card,Returned,9
ORD1340,2025-09-11,Home Decor,Accessories,739,1,739,Bangalore,Tamil Nadu,COD,Cancelled,8
ORD1341,2025-08-13,Watch,Fashion,782,1,782,Chennai,Maharashtra,UPI,Cancelled,3
ORD1342,2025-02-16,Makeup Kit,Accessories,1627,2,3254,Bangalore,Karnataka,Debit Card,Delivered,7
ORD1343,2025-05-08,Shoes,Fashion,1444,4,5776,Kolkata,Tamil Nadu,Credit Card,Delivered,8
ORD1344,2025-03-19,Home Decor,Home,1622,4,6488,Chennai,Tamil Nadu,Debit Card,Delivered,6
ORD1345,2025-11-26,Kurti,Beauty,450,4,1800,Chennai,West Bengal,COD,Returned,9
ORD1346,2025-09-30,Shoes,Beauty,1761,1,1761,Hyderabad,Tamil Nadu,UPI,Cancelled,6
ORD1347,2025-12-10,Home Decor,Beauty,1209,2,2418,Delhi,Telangana,Debit Card,Returned,5
ORD1348,2025-12-26,Watch,Accessories,1562,3,4686,Hyderabad,Telangana,COD,Returned,8
ORD1349,2025-06-16,Home Decor,Accessories,754,3,2262,Hyderabad,Karnataka,Debit Card,Cancelled,9
ORD1350,2025-01-22,Bag,Home,534,1,534,Delhi,Telangana,Credit Card,Delivered,5
ORD1351,2025-06-12,Jeans,Beauty,1059,5,5295,Hyderabad,Delhi,COD,Delivered,2
ORD1352,2025-09-30,T-shirt,Beauty,786,2,1572,Delhi,West Bengal,COD,Returned,2
ORD1353,2025-12-10,Home Decor,Accessories,225,4,900,Hyderabad,Karnataka,COD,Delivered,6
ORD1354,2025-02-09,Home Decor,Accessories,1049,3,3147,Delhi,Tamil Nadu,Credit Card,Returned,5
ORD1355,2025-08-17,Shoes,Home,1705,3,5115,Hyderabad,West Bengal,COD,Delivered,7
ORD1356,2025-01-24,Bag,Beauty,1931,2,3862,Hyderabad,Tamil Nadu,COD,Delivered,8
ORD1357,2025-03-11,T-shirt,Fashion,1072,4,4288,Delhi,Delhi,Debit Card,Delivered,8
ORD1358,2025-07-07,Shoes,Fashion,630,2,1260,Kolkata,Karnataka,Credit Card,Delivered,5
ORD1359,2025-03-03,Watch,Beauty,988,1,988,Mumbai,Delhi,Credit Card,Returned,5
ORD1360,2025-05-20,Kurti,Fashion,1370,3,4110,Bangalore,Telangana,Debit Card,Returned,2
ORD1361,2025-10-14,Shoes,Home,247,1,247,Hyderabad,Maharashtra,COD,Returned,9
ORD1362,2025-11-09,Watch,Fashion,1055,4,4220,Chennai,Maharashtra,Credit Card,Cancelled,5
ORD1363,2025-06-19,Home Decor,Accessories,1809,4,7236,Mumbai,West Bengal,Credit Card,Returned,2
ORD1364,2025-11-24,Bedsheet,Fashion,347,3,1041,Bangalore,Telangana,Credit Card,Returned,8
ORD1365,2025-01-28,Kurti,Accessories,519,3,1557,Bangalore,Telangana,Credit Card,Delivered,4
ORD1366,2025-11-27,Home Decor,Accessories,1050,5,5250,Chennai,Karnataka,Debit Card,Cancelled,8
ORD1367,2025-03-07,Saree,Accessories,1193,3,3579,Chennai,Delhi,COD,Cancelled,9
ORD1368,2025-09-03,Shoes,Fashion,417,1,417,Mumbai,West Bengal,Debit Card,Delivered,8
ORD1369,2025-05-24,Watch,Beauty,1430,4,5720,Hyderabad,West Bengal,Credit Card,Returned,10
ORD1370,2025-04-25,Shoes,Accessories,1765,3,5295,Mumbai,Delhi,UPI,Delivered,9
ORD1371,2025-11-14,Bedsheet,Accessories,897,4,3588,Chennai,Delhi,COD,Cancelled,5
ORD1372,2025-11-11,Shoes,Home,1099,1,1099,Chennai,Maharashtra,COD,Delivered,6
ORD1373,2025-01-01,Makeup Kit,Fashion,833,2,1666,Chennai,Delhi,Credit Card,Cancelled,8
ORD1374,2025-11-02,Shoes,Beauty,954,3,2862,Hyderabad,West Bengal,COD,Delivered,2
ORD1375,2025-11-01,Bag,Fashion,212,4,848,Kolkata,Karnataka,Credit Card,Delivered,9
ORD1376,2025-09-17,Saree,Home,1315,1,1315,Chennai,Telangana,UPI,Delivered,3
ORD1377,2025-01-31,Kurti,Fashion,1322,2,2644,Chennai,West Bengal,UPI,Returned,7
ORD1378,2025-07-14,Home Decor,Accessories,1598,1,1598,Delhi,Telangana,COD,Cancelled,2
ORD1379,2025-05-01,Makeup Kit,Fashion,1130,5,5650,Kolkata,Telangana,Credit Card,Cancelled,5
ORD1380,2025-10-08,Saree,Home,923,3,2769,Kolkata,Delhi,Credit Card,Returned,7
ORD1381,2025-06-21,Kurti,Fashion,1688,3,5064,Kolkata,West Bengal,UPI,Cancelled,5
ORD1382,2025-01-17,Makeup Kit,Home,1905,1,1905,Mumbai,Delhi,COD,Cancelled,4
ORD1383,2025-07-22,Bedsheet,Fashion,1217,2,2434,Hyderabad,West Bengal,COD,Delivered,4
ORD1384,2025-08-26,Saree,Accessories,1551,1,1551,Kolkata,Telangana,Debit Card,Delivered,9
ORD1385,2025-04-02,Kurti,Fashion,223,2,446,Kolkata,Telangana,UPI,Cancelled,10
ORD1386,2025-07-29,Saree,Fashion,1423,2,2846,Delhi,Telangana,UPI,Delivered,4
ORD1387,2025-11-04,Kurti,Accessories,658,4,2632,Chennai,Telangana,Credit Card,Cancelled,9
ORD1388,2025-07-07,T-shirt,Accessories,592,4,2368,Chennai,Telangana,Debit Card,Returned,3
ORD1389,2025-06-24,T-shirt,Fashion,802,5,4010,Chennai,Telangana,Debit Card,Cancelled,8
ORD1390,2025-05-04,Makeup Kit,Beauty,1558,4,6232,Mumbai,Delhi,COD,Cancelled,10
ORD1391,2025-04-10,Kurti,Beauty,1305,2,2610,Bangalore,West Bengal,UPI,Cancelled,6
ORD1392,2025-07-09,Saree,Accessories,554,1,554,Chennai,Telangana,Credit Card,Returned,3
ORD1393,2025-10-22,Home Decor,Home,1450,3,4350,Bangalore,West Bengal,UPI,Returned,4
ORD1394,2025-08-26,Kurti,Beauty,231,5,1155,Kolkata,Telangana,UPI,Returned,7
ORD1395,2025-04-05,Watch,Beauty,665,4,2660,Bangalore,Maharashtra,UPI,Cancelled,2
ORD1396,2025-04-19,Shoes,Accessories,1682,5,8410,Chennai,West Bengal,COD,Cancelled,2
ORD1397,2025-04-14,Saree,Accessories,1017,1,1017,Mumbai,Delhi,UPI,Returned,6
ORD1398,2025-01-27,Shoes,Accessories,1786,3,5358,Bangalore,West Bengal,UPI,Returned,6
ORD1399,2025-07-15,Kurti,Accessories,1186,2,2372,Delhi,Delhi,Debit Card,Returned,9
ORD1400,2025-12-21,Watch,Beauty,755,4,3020,Mumbai,West Bengal,UPI,Delivered,5
ORD1401,2025-02-06,Kurti,Home,777,3,2331,Chennai,Tamil Nadu,UPI,Cancelled,3
ORD1402,2025-03-16,Home Decor,Beauty,1489,1,1489,Bangalore,Delhi,Debit Card,Cancelled,8
ORD1403,2025-09-18,Home Decor,Fashion,1063,5,5315,Kolkata,West Bengal,UPI,Returned,8
ORD1404,2025-12-22,Bedsheet,Accessories,687,3,2061,Hyderabad,Tamil Nadu,UPI,Delivered,5
ORD1405,2025-01-21,Bag,Fashion,331,1,331,Bangalore,West Bengal,Debit Card,Delivered,10
ORD1406,2025-10-30,Kurti,Beauty,1488,2,2976,Chennai,Maharashtra,COD,Cancelled,3
ORD1407,2025-12-28,Kurti,Accessories,921,2,1842,Bangalore,Tamil Nadu,COD,Cancelled,8
ORD1408,2025-01-12,Saree,Home,1211,2,2422,Kolkata,Delhi,COD,Cancelled,8
ORD1409,2025-05-30,Bedsheet,Home,1910,2,3820,Hyderabad,Maharashtra,COD,Cancelled,8
ORD1410,2025-02-25,Makeup Kit,Fashion,1117,1,1117,Bangalore,Karnataka,Credit Card,Delivered,10
ORD1411,2025-04-04,Watch,Home,1191,2,2382,Chennai,Maharashtra,COD,Cancelled,2
ORD1412,2025-09-03,Shoes,Home,894,3,2682,Bangalore,Tamil Nadu,Credit Card,Returned,6
ORD1413,2025-05-29,Watch,Home,464,4,1856,Chennai,Karnataka,Credit Card,Delivered,6
ORD1414,2025-10-23,Makeup Kit,Accessories,1565,3,4695,Kolkata,West Bengal,COD,Delivered,5
ORD1415,2025-03-04,Home Decor,Beauty,460,1,460,Kolkata,Telangana,UPI,Cancelled,10
ORD1416,2025-06-25,Watch,Beauty,352,3,1056,Hyderabad,Karnataka,Debit Card,Returned,2
ORD1417,2025-05-02,Kurti,Fashion,1896,4,7584,Delhi,West Bengal,COD,Delivered,7
ORD1418,2025-01-26,T-shirt,Home,309,1,309,Hyderabad,Tamil Nadu,Credit Card,Delivered,9
ORD1419,2025-11-28,Shoes,Home,900,1,900,Bangalore,Maharashtra,Debit Card,Returned,10
ORD1420,2025-11-18,Bag,Beauty,318,4,1272,Chennai,Telangana,UPI,Returned,8
ORD1421,2025-01-24,Shoes,Accessories,1453,1,1453,Delhi,Telangana,UPI,Returned,4
ORD1422,2025-05-12,Makeup Kit,Beauty,1303,3,3909,Hyderabad,Karnataka,Credit Card,Delivered,10
ORD1423,2025-09-25,Makeup Kit,Beauty,1773,1,1773,Delhi,West Bengal,COD,Cancelled,3
ORD1424,2025-03-04,Watch,Beauty,1069,1,1069,Hyderabad,Telangana,UPI,Delivered,6
ORD1425,2025-11-01,Shoes,Accessories,1395,4,5580,Chennai,Maharashtra,UPI,Delivered,4
ORD1426,2025-10-27,Watch,Accessories,322,5,1610,Mumbai,Delhi,UPI,Returned,3
ORD1427,2025-09-04,Saree,Fashion,1259,5,6295,Chennai,Delhi,COD,Cancelled,7
ORD1428,2025-03-22,Bag,Fashion,401,3,1203,Delhi,Telangana,Debit Card,Delivered,2
ORD1429,2025-05-17,Bag,Accessories,1606,2,3212,Delhi,Karnataka,UPI,Returned,7
ORD1430,2025-04-13,Watch,Beauty,1440,5,7200,Bangalore,Maharashtra,Debit Card,Delivered,7
ORD1431,2025-09-20,Bedsheet,Fashion,696,3,2088,Hyderabad,Telangana,UPI,Returned,3
ORD1432,2025-11-09,Makeup Kit,Beauty,655,3,1965,Hyderabad,Tamil Nadu,Debit Card,Returned,5
ORD1433,2025-01-21,Makeup Kit,Accessories,1977,5,9885,Kolkata,Tamil Nadu,UPI,Cancelled,2
ORD1434,2025-04-23,Makeup Kit,Beauty,1965,2,3930,Bangalore,West Bengal,Debit Card,Cancelled,6
ORD1435,2025-12-20,Home Decor,Home,436,1,436,Mumbai,Tamil Nadu,UPI,Delivered,5
ORD1436,2025-11-29,Bag,Beauty,381,5,1905,Hyderabad,Tamil Nadu,UPI,Returned,3
ORD1437,2025-03-05,Kurti,Beauty,907,3,2721,Hyderabad,Delhi,COD,Delivered,5
ORD1438,2025-04-07,Bedsheet,Fashion,1937,1,1937,Mumbai,Karnataka,Credit Card,Returned,4
ORD1439,2025-04-05,Shoes,Accessories,234,1,234,Kolkata,Karnataka,Credit Card,Delivered,3
ORD1440,2025-03-05,Bedsheet,Beauty,1144,3,3432,Chennai,Karnataka,UPI,Cancelled,5
ORD1441,2025-10-14,Bag,Accessories,1947,4,7788,Hyderabad,West Bengal,COD,Returned,7
ORD1442,2025-10-18,Makeup Kit,Fashion,719,1,719,Kolkata,Telangana,Debit Card,Delivered,4
ORD1443,2025-07-23,Makeup Kit,Fashion,484,2,968,Hyderabad,Delhi,Debit Card,Returned,6
ORD1444,2025-03-24,Home Decor,Fashion,1297,4,5188,Kolkata,Karnataka,COD,Delivered,3
ORD1445,2025-04-24,Saree,Home,1317,1,1317,Hyderabad,West Bengal,Credit Card,Delivered,6
ORD1446,2025-04-20,Bag,Home,1024,3,3072,Hyderabad,West Bengal,Debit Card,Delivered,7
ORD1447,2025-09-08,Home Decor,Fashion,1995,2,3990,Hyderabad,West Bengal,UPI,Returned,4
ORD1448,2025-05-09,T-shirt,Beauty,1940,5,9700,Bangalore,Maharashtra,UPI,Delivered,4
ORD1449,2025-01-15,Makeup Kit,Beauty,1543,1,1543,Mumbai,Delhi,Debit Card,Cancelled,7
ORD1450,2025-01-19,Kurti,Accessories,1194,1,1194,Kolkata,Delhi,UPI,Cancelled,2
ORD1451,2025-03-08,Kurti,Beauty,1643,1,1643,Hyderabad,Maharashtra,UPI,Cancelled,6
ORD1452,2025-02-18,Bedsheet,Fashion,1176,4,4704,Bangalore,Maharashtra,COD,Cancelled,4
ORD1453,2025-06-24,T-shirt,Accessories,565,5,2825,Mumbai,Telangana,UPI,Returned,9
ORD1454,2025-05-31,Shoes,Accessories,471,1,471,Bangalore,Tamil Nadu,COD,Delivered,9
ORD1455,2025-09-08,Home Decor,Home,470,3,1410,Chennai,Delhi,Debit Card,Delivered,2
ORD1456,2025-10-14,Saree,Accessories,1943,4,7772,Kolkata,Telangana,Debit Card,Cancelled,10
ORD1457,2025-01-31,Makeup Kit,Accessories,1148,5,5740,Bangalore,West Bengal,Debit Card,Cancelled,7
ORD1458,2025-06-22,Kurti,Home,1175,2,2350,Delhi,Tamil Nadu,UPI,Delivered,6
ORD1459,2025-08-19,Bag,Beauty,1282,5,6410,Mumbai,Tamil Nadu,COD,Cancelled,5
ORD1460,2025-11-22,Bedsheet,Accessories,1129,3,3387,Delhi,West Bengal,Debit Card,Returned,6
ORD1461,2025-03-22,Kurti,Home,1632,2,3264,Hyderabad,Karnataka,UPI,Cancelled,3
ORD1462,2025-06-28,Kurti,Accessories,469,2,938,Chennai,Karnataka,Credit Card,Delivered,10
ORD1463,2025-05-23,Bag,Accessories,505,4,2020,Mumbai,Karnataka,Debit Card,Returned,9
ORD1464,2025-04-01,T-shirt,Accessories,460,5,2300,Hyderabad,Tamil Nadu,Debit Card,Cancelled,2
ORD1465,2025-06-07,Home Decor,Beauty,1566,4,6264,Chennai,Telangana,Debit Card,Delivered,7
ORD1466,2025-11-24,Home Decor,Accessories,1937,5,9685,Bangalore,West Bengal,UPI,Returned,5
ORD1467,2025-06-01,Bedsheet,Fashion,758,4,3032,Hyderabad,West Bengal,UPI,Delivered,8
ORD1468,2025-06-19,Makeup Kit,Beauty,296,1,296,Chennai,Delhi,COD,Returned,7
ORD1469,2025-01-28,Saree,Home,301,2,602,Chennai,West Bengal,COD,Cancelled,5
ORD1470,2025-12-26,T-shirt,Beauty,416,5,2080,Chennai,Delhi,UPI,Delivered,7
ORD1471,2025-03-19,Shoes,Fashion,1107,1,1107,Hyderabad,Tamil Nadu,Debit Card,Returned,4
ORD1472,2025-09-29,Bedsheet,Fashion,1540,1,1540,Bangalore,West Bengal,COD,Delivered,8
ORD1473,2025-01-17,Saree,Fashion,1256,4,5024,Bangalore,Maharashtra,Credit Card,Delivered,8
ORD1474,2025-11-17,Jeans,Accessories,1712,2,3424,Delhi,Delhi,COD,Returned,2
ORD1475,2025-03-27,Jeans,Home,1490,3,4470,Kolkata,Telangana,Credit Card,Delivered,5
ORD1476,2025-09-16,Saree,Beauty,1615,1,1615,Delhi,Telangana,Credit Card,Returned,2
ORD1477,2025-01-08,Shoes,Home,1787,3,5361,Hyderabad,Maharashtra,Credit Card,Cancelled,10
ORD1478,2025-04-28,Kurti,Home,1557,2,3114,Delhi,Delhi,Debit Card,Cancelled,8
ORD1479,2025-07-02,Home Decor,Beauty,919,2,1838,Hyderabad,Telangana,Debit Card,Cancelled,8
ORD1480,2025-05-23,Bag,Beauty,991,4,3964,Kolkata,West Bengal,Credit Card,Delivered,6
ORD1481,2025-06-13,Makeup Kit,Accessories,1428,3,4284,Hyderabad,Maharashtra,Debit Card,Cancelled,7
ORD1482,2025-04-17,T-shirt,Home,1729,5,8645,Delhi,Telangana,Debit Card,Delivered,5
ORD1483,2025-11-13,Kurti,Fashion,1601,5,8005,Delhi,Maharashtra,Debit Card,Cancelled,7
ORD1484,2025-02-18,Watch,Home,613,2,1226,Bangalore,Delhi,COD,Delivered,9
ORD1485,2025-03-18,Jeans,Home,1273,5,6365,Chennai,Maharashtra,COD,Cancelled,4
ORD1486,2025-12-17,Home Decor,Beauty,1651,3,4953,Delhi,Maharashtra,COD,Cancelled,9
ORD1487,2025-12-26,Home Decor,Accessories,931,5,4655,Chennai,Maharashtra,COD,Cancelled,4
ORD1488,2025-04-20,T-shirt,Fashion,784,2,1568,Delhi,Karnataka,UPI,Cancelled,2
ORD1489,2025-04-04,Bedsheet,Beauty,564,5,2820,Kolkata,Delhi,UPI,Delivered,10
ORD1490,2025-10-18,T-shirt,Accessories,1863,2,3726,Chennai,Delhi,Credit Card,Cancelled,4
ORD1491,2025-12-11,Saree,Fashion,1953,3,5859,Chennai,Telangana,COD,Cancelled,3
ORD1492,2025-02-04,Kurti,Home,1596,5,7980,Delhi,West Bengal,Debit Card,Returned,2
ORD1493,2025-10-07,Home Decor,Beauty,666,5,3330,Bangalore,Karnataka,UPI,Cancelled,7
ORD1494,2025-11-18,Jeans,Beauty,523,1,523,Hyderabad,Maharashtra,Credit Card,Delivered,5
ORD1495,2025-05-04,T-shirt,Accessories,1882,2,3764,Bangalore,Tamil Nadu,Credit Card,Returned,8
ORD1496,2025-04-27,Kurti,Home,533,3,1599,Chennai,Maharashtra,COD,Cancelled,3
ORD1497,2025-04-04,Watch,Fashion,720,2,1440,Delhi,Delhi,UPI,Cancelled,10
ORD1498,2025-07-30,Makeup Kit,Beauty,1916,2,3832,Delhi,Karnataka,Credit Card,Cancelled,4
ORD1499,2025-04-14,Makeup Kit,Fashion,1859,5,9295,Delhi,Maharashtra,Debit Card,Returned,8
ORD1500,2025-09-30,Watch,Fashion,453,1,453,Hyderabad,Karnataka,COD,Cancelled,10
ORD1501,2025-05-18,Watch,Accessories,407,4,1628,Hyderabad,Tamil Nadu,Credit Card,Delivered,2
ORD1502,2025-06-02,Kurti,Home,1406,4,5624,Chennai,Tamil Nadu,Credit Card,Returned,10
ORD1503,2025-10-03,Kurti,Accessories,839,1,839,Hyderabad,Telangana,Credit Card,Returned,10
ORD1504,2025-02-02,Saree,Home,440,5,2200,Bangalore,Delhi,Debit Card,Returned,2
ORD1505,2025-11-27,Makeup Kit,Beauty,1323,5,6615,Bangalore,Telangana,UPI,Returned,2
ORD1506,2025-02-20,Jeans,Accessories,551,2,1102,Mumbai,Tamil Nadu,COD,Cancelled,2
ORD1507,2025-07-16,Jeans,Fashion,904,3,2712,Delhi,West Bengal,UPI,Delivered,6
ORD1508,2025-09-01,Home Decor,Accessories,612,5,3060,Bangalore,Karnataka,Credit Card,Delivered,9
ORD1509,2025-03-24,Bedsheet,Fashion,1889,2,3778,Chennai,Karnataka,Credit Card,Cancelled,3
ORD1510,2025-06-06,T-shirt,Accessories,1899,1,1899,Chennai,West Bengal,UPI,Cancelled,6
ORD1511,2025-12-10,Bag,Fashion,418,4,1672,Chennai,Karnataka,UPI,Delivered,8
ORD1512,2025-12-02,Shoes,Beauty,1930,1,1930,Chennai,Karnataka,Credit Card,Delivered,7
